T34,T58,T172,T160,T161,T12,T147,T113,T162,T173,T48,T281,T102,T124,T22,T318,T780,T258,T123,T11,T183,T305,T270,T23,T199,T317,T233,T9,T781,T344,T282,T293,T159,T60,T206,T100,T348,T343,T148,T197,T35,T170,T269,T111,T112,T241,T21,T193,T345,T213,T45,T59
MEG_1564|Drugs|Phenicol|Chloramphenicol_acetyltransferases|CATA,0,0,2.0,2.0,0,0,0,0,0,2.0,0,0,0,0,0,0,0,0,0,0,0,2.0,2.0,0,0,0,0,0,0,4.0,0,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0
MEG_6545|Biocides|Peroxide_resistance|peroxide_resistance_protein|SODB,10.0,2.0,11.0,13.0,14.0,16.0,22.0,56.0,6.0,93.0,10.0,32.0,22.0,11.0,11.0,16.0,117.0,10.0,26.0,0,29.0,20.0,21.0,11.0,4.0,17.0,12.0,7.0,0,19.0,15.0,24.0,230.0,15.0,4.0,9.0,2.0,11.0,18.0,2.0,9.0,10.0,89.0,20.0,9.0,4.0,18.0,9.0,11.0,15.0,16.0,90.0
MEG_1703|Multi-compound|Biocide_and_metal_resistance|Biocide_and_metal_resistance_protein|CHR,13.0,5.0,5.0,21.0,3.0,15.0,12.0,3.0,10.0,7.0,11.0,15.0,10.0,4.0,4.0,4.0,0,6.0,10.0,1.0,9.0,8.0,10.0,11.0,8.0,12.0,2.0,6.0,0,5.0,6.0,13.0,10.0,5.0,4.0,7.0,2.0,4.0,11.0,1.0,5.0,6.0,12.0,10.0,7.0,3.0,4.0,2.0,5.0,4.0,5.0,5.0
MEG_3039|Drugs|betalactams|Class_C_betalactamases|FOX,6.0,0,2.0,4.0,2.0,2.0,6.0,0,2.0,6.0,2.0,4.0,2.0,0,2.0,2.0,0,2.0,2.0,0,0,6.0,4.0,2.0,0,4.0,2.0,0,0,4.0,2.0,4.0,11.0,0,0,2.0,0,0,2.0,0,2.0,2.0,12.0,2.0,4.0,2.0,2.0,2.0,2.0,0,4.0,0
MEG_8556|Drugs|betalactams|Class_C_betalactamases|PDC,2.0,2.0,0,6.0,0,4.0,2.0,0,0,0,0,2.0,0,0,0,0,0,2.0,2.0,0,0,0,0,0,0,0,0,0,0,4.0,0,2.0,2.0,0,0,0,0,0,0,0,0,0,2.0,2.0,0,0,0,0,0,0,0,0
MEG_4431|Drugs|betalactams|Class_D_betalactamases|OXA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,0,0,0,0,0,0,0,0,0,0
MEG_3642|Drugs|MLS|MLS_resistance_ABC_efflux_pumps|LSA,7.0,0,0,14.0,0,0,2.0,4.0,0,4.0,2.0,26.0,4.0,0,0,6.0,4.0,8.0,2.0,0,0,11.0,23.0,2.0,4.0,10.0,0,0,0,26.0,10.0,10.0,12.0,0,0,0,0,11.0,2.0,0,0,2.0,27.0,6.0,0,2.0,2.0,0,8.0,0,0,5.0
MEG_7280|Metals|Multi-metal_resistance|Multi-metal_ABC_efflux_pumps|TROC,2.0,2.0,6.0,6.0,0,2.0,3.0,4.0,0,4.0,0,12.0,0,2.0,2.0,5.0,2.0,8.0,2.0,0,2.0,4.0,8.0,0,2.0,4.0,0,0,0,8.0,8.0,8.0,6.0,0,0,2.0,0,4.0,0,0,2.0,2.0,19.0,4.0,2.0,0,2.0,0,6.0,5.0,4.0,4.0
MEG_764|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME,21.0,0,0,2.0,0,0,2.0,3.0,0,2.0,0,28.0,0,0,0,5.0,2.0,0,0,0,0,69.0,107.0,4.0,0,67.0,4.0,0,0,10.0,3.0,90.0,2.0,3.0,0,0,0,6.0,0,0,0,3.0,16.0,2.0,0,0,0,0,8.0,0,2.0,0
MEG_7139|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETM,4.0,0,0,39.0,6.0,0,0,9.0,0,2.0,0,25.0,5.0,0,0,6.0,0,5.0,0,0,0,26.0,56.0,2.0,0,25.0,0,1.0,0,8.0,4.0,50.0,9.0,2.0,0,6.0,0,9.0,0,0,0,2.0,16.0,2.0,0,0,2.0,0,3.0,0,1.0,0
MEG_7669|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|VEXB,13.0,2.0,4.0,18.0,6.0,6.0,9.0,14.0,0,25.0,2.0,43.0,12.0,2.0,2.0,31.0,0,12.0,2.0,0,12.0,27.0,35.0,7.0,10.0,32.0,2.0,2.0,0,24.0,20.0,35.0,26.0,2.0,2.0,6.0,0,22.0,6.0,0,2.0,9.0,35.0,19.0,0,5.0,6.0,6.0,20.0,6.0,11.0,6.0
MEG_4628|Drugs|betalactams|Class_D_betalactamases|OXA,0,0,0,0,0,0,0,0,0,0,0,4.0,0,0,0,0,0,4.0,0,0,0,0,0,0,0,0,0,0,0,2.0,2.0,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEG_2365|Drugs|betalactams|Class_A_betalactamases|CTX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEG_1096|Drugs|Aminoglycosides|Aminoglycoside_O-phosphotransferases|APH6,8.0,0,9.0,10.0,8.0,16.0,8.0,85.0,4.0,30.0,4.0,8.0,6.0,0,51.0,2.0,0,4.0,12.0,2.0,19.0,1.0,4.0,8.0,11.0,3.0,1.0,2.0,0,4.0,2.0,11.0,84.0,7.0,2.0,2.0,0,0,10.0,0,12.0,4.0,13.0,163.0,2.0,2.0,8.0,13.0,0,194.0,28.0,66.0
MEG_2200|Drugs|betalactams|Class_A_betalactamases|CTX,0,0,0,0,0,0,0,0,0,0,0,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,0,0
MEG_237|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME,0,0,0,0,0,0,0,0,0,0,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,0,0,0,0,0,0,0,0,0
MEG_2476|Metals|Multi-metal_resistance|Multi-metal_RND_efflux_pumps|CZNA,14.0,0,0,20.0,2.0,6.0,10.0,11.0,0,11.0,2.0,34.0,7.0,4.0,0,16.0,2.0,13.0,4.0,2.0,12.0,22.0,19.0,0,4.0,18.0,4.0,4.0,0,18.0,8.0,22.0,19.0,2.0,2.0,4.0,0,30.0,2.0,0,4.0,13.0,54.0,15.0,4.0,2.0,10.0,0,22.0,0,4.0,4.0
MEG_8695|Drugs|betalactams|Class_C_betalactamases|SFDC,8.0,0,9.0,11.0,11.0,4.0,8.0,8.0,5.0,19.0,4.0,19.0,8.0,4.0,13.0,6.0,0,4.0,6.0,0,10.0,2.0,5.0,2.0,2.0,10.0,4.0,6.0,0,25.0,10.0,6.0,16.0,2.0,2.0,4.0,0,13.0,6.0,2.0,2.0,10.0,30.0,10.0,6.0,4.0,12.0,4.0,4.0,2.0,4.0,6.0
MEG_4407|Drugs|betalactams|Class_D_betalactamases|OXA,0,0,4.0,0,0,0,0,0,0,0,0,4.0,2.0,0,0,4.0,0,0,0,0,0,0,0,0,0,0,0,2.0,0,2.0,0,4.0,0,0,0,0,0,8.0,0,0,0,0,4.0,2.0,0,0,0,0,0,0,2.0,0
MEG_5913|Drugs|Fluoroquinolones|Quinolone_resistance_protein_Qnr|QNRB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEG_3704|Drugs|Lipopeptides|Colistin_phosphoethanolamine_transferase|MCR,0,0,0,4.0,0,0,2.0,2.0,0,2.0,0,2.0,0,0,0,4.0,2.0,0,0,0,0,2.0,4.0,0,0,4.0,0,0,0,2.0,0,4.0,8.0,0,0,2.0,0,0,0,0,0,0,4.0,0,0,0,0,0,2.0,0,2.0,0
MEG_5262|Drugs|betalactams|Class_D_betalactamases|OXA,4.0,0,4.0,8.0,4.0,2.0,12.0,2.0,2.0,4.0,4.0,4.0,4.0,2.0,4.0,0,7.0,2.0,0,0,4.0,2.0,2.0,0,4.0,6.0,0,0,0,2.0,4.0,4.0,10.0,0,2.0,3.0,0,2.0,2.0,0,2.0,0,20.0,8.0,2.0,2.0,2.0,0,0,2.0,2.0,4.0
MEG_3915|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|MEXI,346.0,83.0,204.0,506.0,243.0,281.0,465.0,224.0,186.0,367.0,177.0,649.0,248.0,147.0,208.0,344.0,309.0,324.0,192.0,50.0,301.0,396.0,480.0,208.0,187.0,346.0,142.0,220.0,2.0,403.0,411.0,503.0,480.0,104.0,93.0,254.0,24.0,330.0,277.0,28.0,156.0,282.0,696.0,298.0,149.0,106.0,242.0,88.0,318.0,161.0,223.0,201.0
MEG_2112|Drugs|betalactams|Class_B_betalactamases|CPS,0,0,0,12.0,0,0,0,8.0,0,6.0,0,17.0,2.0,0,4.0,2.0,0,6.0,0,0,4.0,2.0,4.0,0,0,6.0,0,2.0,0,21.0,8.0,10.0,6.0,0,0,0,0,20.0,2.0,0,0,4.0,16.0,0,0,0,4.0,0,6.0,0,0,6.0
MEG_6064|Drugs|Aminoglycosides|16S_rRNA_methyltransferases|RMTB,4.0,4.0,0,10.0,4.0,0,6.0,2.0,2.0,4.0,0,18.0,4.0,0,2.0,6.0,0,8.0,0,2.0,4.0,10.0,12.0,0,2.0,6.0,2.0,0,0,6.0,6.0,12.0,6.0,2.0,0,2.0,0,6.0,0,0,0,0,23.0,2.0,0,2.0,2.0,0,8.0,0,2.0,4.0
MEG_199|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME,0,0,2.0,2.0,0,0,2.0,0,0,2.0,0,2.0,0,0,0,0,0,0,0,0,4.0,0,0,2.0,2.0,0,0,0,0,2.0,0,0,4.0,0,0,0,0,2.0,0,0,0,0,10.0,0,0,0,2.0,0,2.0,0,2.0,2.0
MEG_2936|Drugs|Sulfonamides|Sulfonamide-resistant_dihydropteroate_synthases|FOLP|RequiresSNPConfirmation,32.0,4.0,11.0,47.0,12.0,18.0,37.0,20.0,19.0,36.0,7.0,71.0,15.0,10.0,11.0,34.0,2.0,30.0,9.0,2.0,33.0,35.0,44.0,13.0,17.0,30.0,17.0,12.0,0,35.0,42.0,48.0,51.0,14.0,2.0,22.0,4.0,26.0,18.0,2.0,12.0,15.0,72.0,22.0,17.0,12.0,9.0,4.0,27.0,16.0,23.0,18.0
MEG_3570|Drugs|betalactams|Class_A_betalactamases|LEN,6.0,0,0,8.0,0,2.0,8.0,2.0,0,0,0,2.0,2.0,0,0,0,0,0,2.0,2.0,0,4.0,4.0,2.0,4.0,0,4.0,4.0,0,2.0,0,0,2.0,0,4.0,4.0,0,2.0,2.0,0,0,2.0,12.0,2.0,0,2.0,0,0,2.0,0,4.0,2.0
MEG_3759|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_MATE_efflux_pumps|MDTK,4.0,0,16.0,15.0,12.0,6.0,19.0,99.0,4.0,168.0,4.0,51.0,12.0,10.0,8.0,20.0,155.0,24.0,31.0,0,45.0,30.0,30.0,10.0,6.0,15.0,9.0,12.0,0,10.0,14.0,18.0,446.0,22.0,2.0,8.0,0,21.0,12.0,0,17.0,10.0,135.0,28.0,27.0,10.0,12.0,4.0,16.0,31.0,34.0,166.0
MEG_774|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME,0,0,0,0,0,0,0,2.0,0,0,0,0,0,0,2.0,2.0,0,0,0,0,0,5.0,9.0,0,0,0,0,2.0,0,0,2.0,1.0,2.0,0,0,0,0,0,0,0,0,0,2.0,3.0,0,0,0,0,2.0,0,0,0
MEG_4481|Drugs|betalactams|Class_D_betalactamases|OXA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,0,0,0,0,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEG_5330|Drugs|Fluoroquinolones|Fluoroquinolone-resistant_DNA_topoisomerases|PARC|RequiresSNPConfirmation,16.0,2.0,9.0,44.0,5.0,10.0,8.0,12.0,4.0,25.0,2.0,59.0,12.0,6.0,2.0,20.0,2.0,16.0,4.0,2.0,12.0,21.0,33.0,6.0,2.0,26.0,2.0,7.0,0,67.0,16.0,25.0,27.0,4.0,2.0,13.0,2.0,66.0,2.0,0,4.0,13.0,51.0,8.0,4.0,4.0,6.0,2.0,20.0,4.0,12.0,5.0
MEG_6838|Drugs|betalactams|Class_A_betalactamases|TEM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEG_3466|Drugs|betalactams|Class_A_betalactamases|KPC,4.0,0,2.0,8.0,4.0,0,2.0,0,2.0,2.0,2.0,10.0,4.0,2.0,2.0,2.0,0,4.0,2.0,0,6.0,8.0,6.0,2.0,0,2.0,6.0,2.0,0,2.0,2.0,8.0,6.0,0,0,2.0,0,2.0,0,0,2.0,2.0,14.0,2.0,4.0,0,2.0,2.0,2.0,4.0,2.0,2.0
MEG_1901|Drugs|betalactams|Class_C_betalactamases|CMY,0,0,0,0,2.0,0,0,0,0,0,0,2.0,0,0,0,2.0,0,0,0,0,0,2.0,4.0,0,0,2.0,0,0,0,4.0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,0,0,0,0,0,0,0,0,0
MEG_3973|Drugs|betalactams|Class_C_betalactamases|MIR,0,0,0,2.0,0,0,2.0,0,2.0,0,0,4.0,0,0,0,0,0,0,0,0,4.0,2.0,2.0,2.0,0,2.0,0,0,0,0,0,6.0,2.0,0,0,0,0,0,0,0,0,0,2.0,0,0,0,0,0,0,0,0,2.0
MEG_5679|Drugs|betalactams|Class_C_betalactamases|PDC,0,0,0,0,0,0,2.0,2.0,0,0,0,4.0,0,0,0,4.0,0,0,0,0,2.0,0,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,2.0,0,0,2.0,0,2.0,0,0,0,2.0
MEG_851|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME,0,0,2.0,2.0,0,0,4.0,2.0,0,0,0,6.0,0,0,0,4.0,0,2.0,0,0,0,2.0,4.0,0,0,4.0,0,0,0,4.0,0,2.0,8.0,0,0,0,0,2.0,0,0,2.0,0,4.0,0,2.0,0,0,0,0,0,2.0,2.0
MEG_8107|Drugs|betalactams|Class_A_betalactamases|GES,0,0,0,0,0,0,2.0,0,0,0,0,0,0,0,0,0,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEG_4085|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|MTRE,16.0,4.0,12.0,25.0,12.0,20.0,31.0,12.0,16.0,35.0,13.0,52.0,20.0,8.0,14.0,20.0,2.0,24.0,6.0,4.0,11.0,21.0,22.0,8.0,14.0,20.0,8.0,9.0,0,24.0,22.0,27.0,32.0,8.0,6.0,10.0,0,16.0,8.0,8.0,8.0,20.0,61.0,24.0,16.0,4.0,10.0,7.0,14.0,10.0,12.0,16.0
MEG_770|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME,4.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.0,0,0,0,0,0,0,0,0,12.0,0,0,0,0,0,0,0,0,0,0,4.0,2.0,0,0,0,0,0,0,0,0
MEG_3368|Drugs|betalactams|Class_B_betalactamases|IMP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,0,0,0,0,0,0,0,2.0,0,0,5.0,0,0,0,0,0,0,0,0,0,4.0,0,0,0,0,0,0,0,0,0
MEG_3030|Drugs|betalactams|Class_C_betalactamases|FOX,4.0,0,2.0,2.0,0,0,0,2.0,0,2.0,0,12.0,0,2.0,2.0,2.0,2.0,9.0,0,0,0,9.0,8.0,2.0,2.0,4.0,0,0,0,4.0,6.0,16.0,4.0,0,0,0,0,4.0,0,0,0,2.0,20.0,4.0,0,0,0,0,8.0,0,0,0
MEG_6422|Drugs|betalactams|Class_A_betalactamases|SHV,0,0,0,4.0,0,2.0,2.0,0,0,4.0,0,7.0,0,0,0,6.0,0,2.0,2.0,0,0,2.0,4.0,0,0,4.0,0,0,0,0,6.0,6.0,0,0,0,2.0,0,4.0,0,0,0,0,4.0,2.0,2.0,2.0,0,0,4.0,0,0,0
MEG_4812|Drugs|betalactams|Class_D_betalactamases|OXA,0,0,0,0,0,0,2.0,0,0,0,0,2.0,0,0,0,0,0,0,0,0,0,2.0,2.0,0,2.0,3.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,0,0,0,0,0,0,0,0,0
MEG_5474|Drugs|betalactams|Class_C_betalactamases|PDC,2.0,0,0,2.0,0,0,0,0,0,0,0,0,0,2.0,0,0,0,0,0,0,0,0,2.0,0,0,2.0,0,0,0,4.0,2.0,0,6.0,0,0,0,0,2.0,2.0,0,0,0,6.0,0,0,0,0,0,0,0,0,0
MEG_5317|Drugs|betalactams|Class_A_betalactamases|OXY,2.0,0,0,2.0,0,0,0,0,0,4.0,0,2.0,2.0,0,0,2.0,0,2.0,0,2.0,2.0,2.0,0,2.0,0,0,0,0,0,2.0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,0,0,2.0,0,0,0,0,2.0,2.0
MEG_3372|Drugs|betalactams|Class_B_betalactamases|IMP,0,0,0,2.0,0,0,2.0,0,0,0,0,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,0,0,2.0,0,0,0,0,0,0,0,2.0,0,0,0,2.0,0,0,0,0,0,2.0,0
MEG_392|Drugs|betalactams|Class_C_betalactamases|ACC,0,0,0,4.0,2.0,0,2.0,0,4.0,2.0,0,4.0,2.0,2.0,0,0,0,0,2.0,0,2.0,0,0,0,0,2.0,0,0,0,2.0,0,4.0,0,0,0,4.0,0,0,0,0,0,0,2.0,4.0,0,0,0,0,0,0,0,0
MEG_7467|Drugs|Glycopeptides|VanB-type_regulator|VANRB,0,0,0,2.0,0,0,0,0,0,2.0,0,2.0,0,0,0,0,0,2.0,0,0,2.0,0,2.0,0,0,0,0,0,0,0,4.0,0,4.0,0,0,0,0,4.0,0,0,0,0,2.0,0,0,0,0,0,2.0,0,0,0
MEG_4728|Drugs|betalactams|Class_D_betalactamases|OXA,0,0,0,4.0,0,0,0,0,0,0,0,2.0,0,0,0,0,0,0,0,0,0,0,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.0,0,0,0,0,0,0,0,0,0
MEG_5016|Drugs|betalactams|Class_D_betalactamases|OXA,3.0,0,2.0,2.0,0,0,0,4.0,0,0,0,4.0,2.0,0,0,3.0,0,2.0,0,0,0,2.0,2.0,0,0,5.0,0,0,0,2.0,6.0,7.0,2.0,0,0,0,0,4.0,0,0,0,2.0,5.0,2.0,0,0,0,0,2.0,0,0,2.0
MEG_4131|Drugs|Mycobacterium_tuberculosis-specific_Drug|Isoniazid-resistant_mutant|NDH|RequiresSNPConfirmation,50.0,8.0,20.0,50.0,27.0,37.0,47.0,30.0,16.0,41.0,27.0,120.0,25.0,14.0,20.0,59.0,7.0,51.0,13.0,2.0,26.0,85.0,92.0,25.0,12.0,75.0,19.0,20.0,0,58.0,62.0,97.0,62.0,8.0,10.0,27.0,2.0,62.0,14.0,6.0,9.0,20.0,120.0,44.0,6.0,6.0,16.0,12.0,44.0,23.0,44.0,26.0
MEG_6589|Drugs|Sulfonamides|Sulfonamide-resistant_dihydropteroate_synthases|SULI,23.0,0,0,2.0,0,0,0,0,0,0,0,40.0,4.0,2.0,0,9.0,0,4.0,0,0,2.0,48.0,69.0,2.0,0,39.0,0,2.0,0,11.0,10.0,81.0,0,0,0,0,0,2.0,0,0,0,0,36.0,4.0,0,0,0,0,6.0,2.0,8.0,0
MEG_3316|Drugs|betalactams|Class_B_betalactamases|IMP,0,0,0,4.0,0,0,0,0,0,0,0,4.0,0,0,0,0,0,0,0,0,0,0,2.0,0,0,0,0,0,0,0,0,0,2.0,0,0,0,0,0,0,0,0,0,2.0,0,0,0,0,0,0,0,0,0
MEG_2065|Metals|Copper_resistance|Copper_resistance_protein|COPM,14.0,2.0,22.0,21.0,14.0,8.0,26.0,16.0,10.0,22.0,10.0,43.0,10.0,8.0,10.0,7.0,0,32.0,15.0,0,16.0,11.0,43.0,8.0,6.0,28.0,8.0,6.0,0,36.0,43.0,103.0,24.0,2.0,6.0,12.0,2.0,25.0,11.0,0,9.0,13.0,52.0,11.0,5.0,4.0,11.0,4.0,32.0,10.0,12.0,11.0
MEG_2139|Metals|Multi-metal_resistance|Multi-metal_resistance_protein|CTPC,199.0,52.0,120.0,266.0,119.0,141.0,233.0,130.0,97.0,202.0,101.0,374.0,147.0,99.0,135.0,217.0,22.0,200.0,111.0,25.0,159.0,246.0,308.0,140.0,101.0,243.0,83.0,134.0,2.0,216.0,225.0,326.0,226.0,84.0,66.0,164.0,12.0,196.0,155.0,19.0,83.0,149.0,392.0,184.0,80.0,66.0,131.0,55.0,205.0,68.0,138.0,97.0
MEG_4199|Metals|Nickel_resistance|Nickel_resistance_protein|NIXA,0,0,0,13.0,2.0,2.0,2.0,2.0,0,10.0,0,9.0,4.0,0,0,4.0,0,6.0,0,0,2.0,2.0,8.0,2.0,0,4.0,2.0,0,0,10.0,8.0,8.0,8.0,0,0,2.0,0,6.0,0,0,0,4.0,12.0,4.0,0,0,2.0,0,6.0,0,2.0,2.0
MEG_7721|Drugs|betalactams|Class_B_betalactamases|VIM,0,0,0,0,0,0,0,2.0,0,0,0,2.0,2.0,0,0,2.0,0,0,0,0,2.0,2.0,0,0,0,0,0,2.0,0,0,2.0,0,0,0,0,2.0,0,0,0,0,0,0,2.0,0,0,0,0,0,0,0,0,0
MEG_2098|Drugs|betalactams|Class_B_betalactamases|CPHA,2.0,2.0,4.0,10.0,10.0,4.0,16.0,2.0,6.0,16.0,0,24.0,2.0,2.0,4.0,8.0,0,2.0,4.0,2.0,10.0,10.0,10.0,2.0,6.0,8.0,2.0,6.0,0,2.0,6.0,14.0,23.0,2.0,2.0,2.0,0,4.0,6.0,0,4.0,8.0,20.0,6.0,4.0,2.0,4.0,4.0,10.0,2.0,10.0,0
MEG_2934|Drugs|Sulfonamides|Sulfonamide-resistant_dihydropteroate_synthases|FOLP|RequiresSNPConfirmation,6.0,2.0,0,12.0,0,0,0,2.0,0,5.0,0,12.0,0,2.0,0,4.0,2.0,6.0,0,0,4.0,4.0,11.0,0,0,12.0,0,0,0,14.0,7.0,10.0,4.0,0,0,2.0,0,12.0,0,0,0,6.0,18.0,0,0,2.0,0,0,5.0,2.0,2.0,2.0
MEG_3393|Drugs|betalactams|Class_B_betalactamases|IMP,4.0,0,0,17.0,4.0,4.0,4.0,2.0,2.0,6.0,0,11.0,6.0,2.0,2.0,6.0,0,7.0,2.0,0,2.0,9.0,11.0,0,2.0,6.0,0,0,0,6.0,10.0,12.0,11.0,0,2.0,4.0,0,3.0,0,0,0,6.0,19.0,4.0,2.0,0,0,2.0,2.0,0,1.0,4.0
MEG_1673|Drugs|betalactams|Class_B_betalactamases|CFIA,0,0,0,0,0,0,0,16.0,0,0,0,0,0,0,0,2.0,0,0,0,0,0,0,2.0,0,0,0,0,2.0,0,0,0,2.0,8.0,0,0,0,0,0,0,0,0,4.0,0,0,0,0,0,0,0,0,0,10.0
MEG_1158|Metals|Arsenic_resistance|Arsenic_resistance_protein|ARSC,2.0,0,2.0,0,0,0,0,0,0,2.0,0,10.0,0,0,0,3.0,0,0,0,0,0,4.0,10.0,0,0,2.0,0,0,0,6.0,2.0,9.0,2.0,0,0,0,0,11.0,0,0,0,2.0,7.0,0,0,0,0,0,4.0,0,0,2.0
MEG_3017|Drugs|Fosfomycin|Fosfomycin_thiol_transferases|FOSC,16.0,0,2.0,10.0,2.0,4.0,8.0,8.0,4.0,8.0,6.0,34.0,6.0,0,2.0,21.0,2.0,8.0,0,2.0,14.0,23.0,18.0,2.0,5.0,14.0,2.0,6.0,0,18.0,18.0,28.0,5.0,0,2.0,2.0,2.0,16.0,6.0,0,2.0,2.0,30.0,6.0,4.0,2.0,10.0,2.0,17.0,2.0,11.0,0
MEG_3805|Drugs|MLS|MLS_resistance_MFS_efflux_pumps|MEFA,13.0,0,6.0,301.0,8.0,2.0,1.0,0,0,5.0,1.0,27.0,90.0,0,0,1.0,0,9.0,0,0,3.0,77.0,147.0,0,6.0,122.0,0,0,0,19.0,17.0,231.0,66.0,0,0,53.0,0,10.0,0,0,0,60.0,56.0,14.0,2.0,6.0,4.0,3.0,6.0,0,4.0,0
MEG_1163|Metals|Multi-metal_resistance|Multi-metal_resistance_protein|ARSCM,6.0,2.0,0,4.0,2.0,2.0,2.0,4.0,2.0,2.0,2.0,8.0,2.0,2.0,2.0,2.0,0,0,4.0,0,2.0,2.0,4.0,2.0,0,2.0,0,2.0,0,2.0,0,2.0,6.0,0,2.0,2.0,0,0,2.0,0,4.0,6.0,6.0,4.0,2.0,0,2.0,0,2.0,2.0,2.0,2.0
MEG_542|Drugs|betalactams|Class_C_betalactamases|ADC,0,0,0,0,0,0,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,0,0,0,0,0,0,4.0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,0,0,0,0,0,0,0,0,0
MEG_2665|Multi-compound|Biocide_and_metal_resistance|Biocide_and_metal_resistance_protein|DPSA,15.0,2.0,4.0,11.0,8.0,11.0,19.0,8.0,14.0,8.0,0,23.0,8.0,2.0,10.0,10.0,0,6.0,8.0,0,10.0,8.0,16.0,11.0,10.0,4.0,8.0,12.0,0,12.0,8.0,24.0,16.0,6.0,6.0,10.0,0,8.0,12.0,2.0,2.0,2.0,33.0,2.0,6.0,2.0,4.0,2.0,8.0,2.0,4.0,6.0
MEG_6622|Drugs|Sulfonamides|Sulfonamide-resistant_dihydropteroate_synthases|SULII,0,0,0,2.0,2.0,0,2.0,4.0,0,9.0,0,7.0,2.0,2.0,2.0,2.0,0,2.0,0,0,0,2.0,9.0,4.0,1.0,6.0,4.0,2.0,0,11.0,16.0,60.0,8.0,2.0,0,0,0,7.0,0,0,4.0,4.0,27.0,2.0,2.0,0,0,0,2.0,3.0,0,16.0
MEG_8266|Drugs|betalactams|Class_B_betalactamases|NDM,4.0,0,0,2.0,0,2.0,2.0,2.0,0,0,2.0,8.0,2.0,2.0,4.0,0,0,2.0,4.0,0,0,4.0,2.0,2.0,0,2.0,2.0,0,0,6.0,0,6.0,6.0,0,2.0,0,0,0,4.0,0,0,0,16.0,2.0,0,0,2.0,0,0,2.0,0,4.0
MEG_4559|Drugs|betalactams|Class_D_betalactamases|OXA,0,0,0,2.0,0,0,0,0,0,0,0,2.0,2.0,0,0,2.0,0,0,0,0,2.0,0,2.0,0,0,2.0,0,0,0,0,0,0,4.0,0,0,0,0,0,0,0,0,2.0,2.0,2.0,0,0,0,0,0,0,0,0
